 ,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year
284,MRF,EQ,20-Jul-17,70221.5,70550,70550,69027,69099,69159.05,69591.28,7182,499804564.3,4025,3018,42.02,2017
285,MRF,EQ,21-Jul-17,69159.05,69375,69721,68700,68898,68878.45,69163.89,11184,773528911.1,6875,4673,41.78,2017
286,MRF,EQ,24-Jul-17,68878.45,69000,69340,68750,68750,68908.9,69025.28,6308,435411463.5,4141,2401,38.06,2017
287,MRF,EQ,25-Jul-17,68908.9,69377,70663.65,69050.05,70200,70334.3,70001.63,16387,1147116647,9005,5653,34.5,2017
288,MRF,EQ,26-Jul-17,70334.3,70388,70555.55,69808.25,69911,69989.85,70079.05,8637,605272759,5525,3825,44.29,2017
289,MRF,EQ,27-Jul-17,69989.85,70200,70300,68510,68660,68706.5,69383.95,8582,595453096.2,4850,3421,39.86,2017
290,MRF,EQ,28-Jul-17,68706.5,68660,69700,68501,69119,69119.7,69082.89,8239,569173911.2,5105,2917,35.4,2017
291,MRF,EQ,31-Jul-17,69119.7,69120.7,69974.8,69000,69082.35,69198.75,69457.27,8841,614071687.4,5137,3198,36.17,2017
292,MRF,EQ,01-Aug-17,69198.75,69567.05,69688.25,69001,69273.95,69393.1,69330.63,7528,521920976.7,4494,2963,39.36,2017
293,MRF,EQ,02-Aug-17,69393.1,69276.1,70999.8,69276.1,70511.1,70810.4,70443.67,17215,1212687695,8919,5009,29.1,2017
294,MRF,EQ,03-Aug-17,70810.4,70600,70909.95,68902.25,69139,69150.4,69896.95,14610,1021194426,7923,5850,40.04,2017
295,MRF,EQ,04-Aug-17,69150.4,68483.1,68500,65293.3,67200,66361.15,66998.54,47845,3205544926,23417,16870,35.26,2017
296,MRF,EQ,07-Aug-17,66361.15,67100,68182.3,66505.8,67799,67821.2,67654.34,23514,1590824224,12722,8316,35.37,2017
297,MRF,EQ,08-Aug-17,67821.2,67900,68500,66601,66750,66722.25,67045.92,11981,803277191.3,6520,3331,27.8,2017
298,MRF,EQ,09-Aug-17,66722.25,67000,67000,65501,65802,65946.95,65976.22,10520,694069840.3,6343,2556,24.3,2017
299,MRF,EQ,10-Aug-17,65946.95,65799,66365.7,63400,64350,64100.7,64999.89,14500,942498473.5,8519,3918,27.02,2017
300,MRF,EQ,11-Aug-17,64100.7,63250,65098.95,62382.05,63715,63922,63797.86,16985,1083606702,10778,5427,31.95,2017
301,MRF,EQ,14-Aug-17,63922,64400,64899.6,63601.1,63650,63770.65,64229.2,11840,760473750.1,6556,5339,45.09,2017
302,MRF,EQ,16-Aug-17,63770.65,64525,65987,63300,65920.5,65783,64780.73,15564,1008247299,9367,3752,24.11,2017
303,MRF,EQ,17-Aug-17,65783,66054,66395,64280,64666,64484.5,65295.37,11287,736988849.3,7322,3604,31.93,2017
304,MRF,EQ,18-Aug-17,64484.5,64470,64470,63501,63588.55,63684.15,63802.32,12643,806652674.9,7463,5689,45,2017
305,MRF,EQ,21-Aug-17,63684.15,63798.2,64770,63002,63130,63419.8,64048,8783,562533625.2,4807,2575,29.32,2017
306,MRF,EQ,22-Aug-17,63419.8,63050.1,63999.95,62432.05,62570,62555.7,62905.46,14404,906090200.7,8750,5955,41.34,2017
307,MRF,EQ,23-Aug-17,62555.7,62999,63494.9,62570,62700,62805.85,62903.42,12476,784783082.7,7178,5363,42.99,2017
308,MRF,EQ,24-Aug-17,62805.85,63248,63349.5,62611,63100,63049.7,63013.23,7876,496292200.3,3760,2784,35.35,2017
309,MRF,EQ,28-Aug-17,63049.7,63350,63400,62657.15,62895,62811.1,62976.23,7912,498267931.3,5478,3505,44.3,2017
310,MRF,EQ,29-Aug-17,62811.1,62949.9,63200,62400,62800,62907.95,62797.87,12683,796465347.2,7407,4938,38.93,2017
311,MRF,EQ,30-Aug-17,62907.95,63200,63299.95,62655.6,62800,62944.75,63057.01,5035,317492051.1,3216,2000,39.72,2017
312,MRF,EQ,31-Aug-17,62944.75,63179.9,64235.2,62850,64200,64089.6,63880.36,11820,755065853.8,5661,3682,31.15,2017
313,MRF,EQ,01-Sep-17,64089.6,64090,65499,64090,65199,65293.85,64816.9,9059,587176264,4700,1748,19.3,2017
314,MRF,EQ,04-Sep-17,65293.85,65290,65368.45,63950,64150,64240.15,64489.43,8632,556672724.4,4790,2006,23.24,2017
315,MRF,EQ,05-Sep-17,64240.15,64474.3,64999,64200,64630,64573.35,64646.49,6756,436751713.8,3357,1169,17.3,2017
316,MRF,EQ,06-Sep-17,64573.35,64260,65330,63709.2,64830,64990,64624.4,13562,876436172.2,7357,4682,34.52,2017
317,MRF,EQ,07-Sep-17,64990,65269.9,65350,64102,64370,64429.75,64842.58,5016,325250380.1,3102,1165,23.23,2017
318,MRF,EQ,08-Sep-17,64429.75,64505,64799.9,63671,63723,63816.85,64098.59,7529,482598294.6,3897,2749,36.51,2017
319,MRF,EQ,11-Sep-17,63816.85,64010,64799,64010,64655,64449.6,64348.76,8300,534094727.3,4341,3296,39.71,2017
320,MRF,EQ,12-Sep-17,64449.6,64899.9,65545.6,64650.1,65300,65270.8,65153.14,10388,676810848.3,5739,4003,38.53,2017
321,MRF,EQ,13-Sep-17,65270.8,65500,65650,64100,64425.2,64334.3,64831.35,8725,565653551.6,4557,3113,35.68,2017
322,MRF,EQ,14-Sep-17,64334.3,64430,64599.8,63690,63800,63840.35,64051.63,6532,418385242,4193,2385,36.51,2017
323,MRF,EQ,15-Sep-17,63840.35,63999.95,64750,63535.75,64600,64544.3,64256.77,12616,810663387.8,6163,5718,45.32,2017
324,MRF,EQ,18-Sep-17,64544.3,64698,65300,64648.15,64980,64916.05,64956.06,20041,1301784319,6497,12309,61.42,2017
325,MRF,EQ,19-Sep-17,64916.05,64648,65248,64003.05,64060,64087.1,64576.45,9349,603725224.1,4415,4860,51.98,2017
326,MRF,EQ,20-Sep-17,64087.1,65101,65650,63933.15,64000.5,64092.1,64779.33,15543,1006865159,6159,7161,46.07,2017
327,MRF,EQ,21-Sep-17,64092.1,64438,64447.8,63152.55,63311,63294.7,63609.1,8728,555180198.8,5559,3213,36.81,2017
328,MRF,EQ,22-Sep-17,63294.7,64000,64000,62650,62700,62938.15,63366.49,17031,1079194728,7649,8032,47.16,2017
329,MRF,EQ,25-Sep-17,62938.15,63100,63376.6,61251,63200,62721.85,62113.92,15442,959163170.6,8044,7261,47.02,2017
330,MRF,EQ,26-Sep-17,62721.85,62800,63000,62210.05,62500,62754.1,62621.31,11340,710125708.1,5411,5692,50.19,2017
331,MRF,EQ,27-Sep-17,62754.1,62720,62999,61501,61505,61746.6,62139.69,6870,426899699.2,4239,2864,41.69,2017
332,MRF,EQ,28-Sep-17,61746.6,61790,62200,61000,61901.15,61866.4,61839.94,15835,979235396.2,7017,8498,53.67,2017
333,MRF,EQ,29-Sep-17,61866.4,62051,63940,62051,63220,63005.3,63123.39,25187,1589888703,10277,13924,55.28,2017
334,MRF,EQ,03-Oct-17,63005.3,63480,64000,63160.6,63404.45,63404.4,63488.66,14576,925410640.6,3977,10271,70.47,2017
335,MRF,EQ,04-Oct-17,63404.4,63749,63786.5,62750,63123,63029.8,63148.96,9071,572824249.7,4773,4892,53.93,2017
336,MRF,EQ,05-Oct-17,63029.8,63298,63666,62883.8,63250,63141.5,63278.21,13683,865835697.2,4653,9660,70.6,2017
337,MRF,EQ,06-Oct-17,63141.5,63349.95,64620,63207.85,64351.5,64422.7,64031.05,10353,662913418.2,4807,3143,30.36,2017
338,MRF,EQ,09-Oct-17,64422.7,64550,65010.1,64195.4,64700,64835.5,64752.43,6744,436690369.2,3557,2304,34.16,2017
339,MRF,EQ,10-Oct-17,64835.5,65011,65300,64510.1,64695.8,64705.2,64904.05,4704,305308672,2526,1282,27.25,2017
340,MRF,EQ,11-Oct-17,64705.2,64949.9,64970,63269.65,63449,63437.4,64097.42,8383,537328668.6,4611,2912,34.74,2017
341,MRF,EQ,12-Oct-17,63437.4,64200,64200,63460,63884,63885.55,63786.7,5284,337048898.1,2595,1488,28.16,2017
342,MRF,EQ,13-Oct-17,63885.55,63800.15,64000,63500,63650,63670.25,63709.63,5189,330589277.9,2344,2361,45.5,2017
343,MRF,EQ,16-Oct-17,63670.25,63602,64049,63101,63600,63636.4,63599.13,7701,489776930.1,4294,3067,39.83,2017
344,MRF,EQ,17-Oct-17,63636.4,63700,64190,63328.05,63765,63777.05,63711.82,4423,281797396.9,2646,1187,26.84,2017
345,MRF,EQ,18-Oct-17,63777.05,63516.35,64000,63516.35,63850,63670.35,63732.04,3556,226631128.9,1904,1227,34.51,2017
346,MRF,EQ,19-Oct-17,63670.35,63670.35,63898.7,63207,63233.05,63522.5,63621.24,922,58658779.3,583,294,31.89,2017
347,MRF,EQ,23-Oct-17,63522.5,63250,63600,62409.8,63550,63490.6,63057.46,12588,793767266.3,6572,6143,48.8,2017
348,MRF,EQ,24-Oct-17,63490.6,63450,63574,62981.1,63116.1,63064.45,63178.12,7750,489630433,4278,3843,49.59,2017
349,MRF,EQ,25-Oct-17,63064.45,63315,63498.95,62910.5,63047,63089.15,63099.33,4021,253722410.6,2544,1620,40.29,2017
350,MRF,EQ,26-Oct-17,63089.15,63200,63500,62811.9,63330,63156.15,63118.11,5887,371576339.4,3265,2075,35.25,2017
351,MRF,EQ,27-Oct-17,63156.15,63300,64999,63210.7,64820,64771.1,64380.71,10783,694217242.5,5859,4423,41.02,2017
352,MRF,EQ,30-Oct-17,64771.1,65000,67343.9,65000,66700,66779.15,66473.04,15489,1029600913,8240,4334,27.98,2017
353,MRF,EQ,31-Oct-17,66779.15,66775,67221.95,65715.05,66500,66422.45,66443.26,7407,492145245.2,3996,1134,15.31,2017
354,MRF,EQ,01-Nov-17,66422.45,66789.9,66999,65851.95,66300,66002.5,66372.77,6273,416356392.7,3699,1921,30.62,2017
355,MRF,EQ,02-Nov-17,66002.5,66011.2,66719.85,65590.05,65700,65726.85,66128.39,4284,283294036.1,2479,1701,39.71,2017
356,MRF,EQ,03-Nov-17,65726.85,65726.85,66739.7,65726.85,66500,66483.4,66387.37,5375,356832110.6,3115,1557,28.97,2017
357,MRF,EQ,06-Nov-17,66483.4,66500,67800,65911,67600,67399.4,66753.07,9355,624474965.8,5336,2826,30.21,2017
358,MRF,EQ,07-Nov-17,67399.4,67650,67810,65521.5,65570,65712.6,66492.25,8918,592977910.1,4945,1969,22.08,2017
359,MRF,EQ,08-Nov-17,65712.6,65900,66341.65,65000,65200,65162.45,65487.92,5123,335494634.1,3222,834,16.28,2017
360,MRF,EQ,09-Nov-17,65162.45,65398.75,65800,64836,65000,64994.15,65222.85,4127,269174707,2436,1198,29.03,2017
361,MRF,EQ,10-Nov-17,64994.15,64995,67748.95,63614.05,67335,67359.05,65781.2,39944,2627564234,18496,10356,25.93,2017
362,MRF,EQ,13-Nov-17,67359.05,66812.2,69000,66800,68250,68320.9,68174.48,20028,1365398528,9344,5259,26.26,2017
363,MRF,EQ,14-Nov-17,68320.9,68624.9,68624.9,67428.05,67700,67643.45,67969.43,5488,373016252,3034,1327,24.18,2017
364,MRF,EQ,15-Nov-17,67643.45,68300,69655.2,67687.5,68481.05,68392.3,68805.57,18813,1294439190,9354,5196,27.62,2017
365,MRF,EQ,16-Nov-17,68392.3,68500,69955.95,68500,69849.05,69730.8,69298.8,12710,880787709.2,6365,3851,30.3,2017
366,MRF,EQ,17-Nov-17,69730.8,70000,70500,69195.6,69332.6,69437.35,70007.95,10991,769457424.7,6217,3032,27.59,2017
367,MRF,EQ,20-Nov-17,69437.35,69437.35,69869.85,68476.05,68700.05,68718.95,69038.56,4128,284991168.6,2679,952,23.06,2017
368,MRF,EQ,21-Nov-17,68718.95,68908,70160,68750.05,69700,69830.5,69784.61,12159,848511041.4,5097,5685,46.76,2017
369,MRF,EQ,22-Nov-17,69830.5,70000,70189,69268.35,69866.6,69692.85,69645.55,4610,321065990.8,2985,1059,22.97,2017
370,MRF,EQ,23-Nov-17,69692.85,69799.1,70200,69001,69449.9,69189.6,69575.3,9563,665348572.8,4583,3618,37.83,2017
371,MRF,EQ,24-Nov-17,69189.6,69499,69859.05,69261,69455,69405.45,69546.47,5505,382853334.4,2865,1795,32.61,2017
372,MRF,EQ,27-Nov-17,69405.45,69474.45,70450,69405,70108,70215.15,70021.37,10178,712677468.6,4341,4130,40.58,2017
373,MRF,EQ,28-Nov-17,70215.15,70130,70325,69480,69540,69597.35,69844.73,2739,191304725.2,1807,507,18.51,2017
374,MRF,EQ,29-Nov-17,69597.35,69540,69948.95,69200,69290,69275.15,69648.72,8735,608381546.4,2171,6184,70.8,2017
375,MRF,EQ,30-Nov-17,69275.15,69299,69359.95,68200.1,68809,68583.5,68705.72,7987,548752546.7,4089,3189,39.93,2017
376,MRF,EQ,01-Dec-17,68583.5,68601,69099.95,65724.25,66068.05,66169.15,67135.96,11678,784013729.4,6622,4741,40.6,2017
377,MRF,EQ,04-Dec-17,66169.15,66400,66841.9,65805,66450.05,66333.1,66330.01,5838,387234577.5,3545,1378,23.6,2017
378,MRF,EQ,05-Dec-17,66333.1,66336.6,67000,65705,66900,66842.75,66392.85,9024,599129102.9,5179,2606,28.88,2017
379,MRF,EQ,06-Dec-17,66842.75,66122,67222.15,66122,66550,66871.05,66770.55,5830,389272305,3194,1658,28.44,2017
380,MRF,EQ,07-Dec-17,66871.05,66990,67284.8,66647.7,66929.1,67063.25,67000.55,5214,349340870.6,2787,1734,33.26,2017
381,MRF,EQ,08-Dec-17,67063.25,67251,68337.9,66845.05,68329,68226.15,67888.22,7178,487301652,3972,1566,21.82,2017
382,MRF,EQ,11-Dec-17,68226.15,68500,69000,67678,67899.8,67863.45,68251.42,4898,334295479,2989,1176,24.01,2017
383,MRF,EQ,12-Dec-17,67863.45,68240,68240,66280,66500,66407.4,66970.4,6244,418163152.3,3935,2398,38.4,2017
384,MRF,EQ,13-Dec-17,66407.4,66774,67095,65890,66076.8,66072.6,66609.18,6460,430295315.6,3417,2145,33.2,2017
385,MRF,EQ,14-Dec-17,66072.6,66480,66670,65323.9,66000,65952.8,65797.49,5784,380572692.7,3623,1770,30.6,2017
386,MRF,EQ,15-Dec-17,65952.8,66500,68124.95,66335.65,67587.95,67703.6,67426.46,9214,621267369.8,5145,2038,22.12,2017
387,MRF,EQ,18-Dec-17,67703.6,67400,69350,65810,68930.1,69184.6,68560.13,14066,964366775.3,8078,5160,36.68,2017
388,MRF,EQ,19-Dec-17,69184.6,68940,69649,68650.2,69300,69389.7,69178.04,7912,547336674.3,4039,2080,26.29,2017
389,MRF,EQ,20-Dec-17,69389.7,69389.7,69900,68751,68900,68913.8,69299.89,5124,355092632.7,3038,1445,28.2,2017
390,MRF,EQ,21-Dec-17,68913.8,69000,71050,68551,70690.9,70860.55,70155.61,12046,845094479,6362,3592,29.82,2017
391,MRF,EQ,22-Dec-17,70860.55,70927,73089,70898.75,72865,72817.8,72390.74,29133,2108959464,14093,11956,41.04,2017
392,MRF,EQ,26-Dec-17,72817.8,72600,74500,72160.05,73750,74062,73628.28,17525,1290335692,9004,2878,16.42,2017
393,MRF,EQ,27-Dec-17,74062,74280,74394,72693.1,73000,73080.05,73465.52,14788,1086408094,7076,4624,31.27,2017
394,MRF,EQ,28-Dec-17,73080.05,73490,73899,72492.2,73301,73497.95,73315.6,10193,747305921.9,5284,2726,26.74,2017
395,MRF,EQ,29-Dec-17,73497.95,73499,73950,72101.1,72325,72357.05,72978.57,10899,795393488.7,6404,3738,34.3,2017
396,MRF,EQ,01-Jan-18,72357.05,72572,73200,71900,72305,72402.85,72502.68,7348,532749675.4,4173,1476,20.09,2018
397,MRF,EQ,02-Jan-18,72402.85,72305,72899.7,71059.1,71160,71246.1,71574.59,7345,525715359.4,4586,1731,23.57,2018
398,MRF,EQ,03-Jan-18,71246.1,71680,71899.9,71000,71045.35,71173.35,71337.07,9083,647954642.2,5193,2797,30.79,2018
399,MRF,EQ,04-Jan-18,71173.35,71499,71644.85,70851.2,71160.05,71219.85,71248.77,4477,318980738.4,2633,1081,24.15,2018
400,MRF,EQ,05-Jan-18,71219.85,71390,73000,71300,72900,72905.9,72537.21,9189,666544430.9,5348,2297,25,2018
401,MRF,EQ,08-Jan-18,72905.9,72900,73570,72286.95,72600,72610.5,73014.75,6757,493360646.3,3788,1505,22.27,2018
402,MRF,EQ,09-Jan-18,72610.5,72965,73270,72020,73040,73025.05,72724.26,5587,406310467.1,3454,657,11.76,2018
403,MRF,EQ,10-Jan-18,73025.05,73040,73112.35,72100,72450,72481.5,72549.25,9006,653378581.9,2716,5414,60.12,2018
404,MRF,EQ,11-Jan-18,72481.5,72700,72700,71950.05,72200,72311.95,72288.97,4998,361300283.5,2786,1818,36.37,2018
405,MRF,EQ,12-Jan-18,72311.95,72310,73100,71814.1,72000,71970.95,72184.2,11548,833583124.6,4248,4284,37.1,2018
406,MRF,EQ,15-Jan-18,71970.95,71970.95,72499.95,71350,71350.2,71534,71865.18,6503,467339253.2,3048,3394,52.19,2018
407,MRF,EQ,16-Jan-18,71534,71401,71900.5,69889.6,70378,70284.55,70685.13,7410,523776794.7,4183,2542,34.3,2018
408,MRF,EQ,17-Jan-18,70284.55,70480,70751.65,69731.65,70370,70420.8,70356.11,4005,281776204.8,2494,773,19.3,2018
409,MRF,EQ,18-Jan-18,70420.8,70800,70848.95,68601.45,68850,68804.45,69498.42,7680,533747851.3,4419,2852,37.14,2018
410,MRF,EQ,19-Jan-18,68804.45,69100,69399.9,68500,69000,69156,69002.16,7715,532351627.2,3450,2995,38.82,2018
411,MRF,EQ,22-Jan-18,69156,69156,69878.3,68875,69504,69677.3,69454.7,3327,231075776.5,1929,1212,36.43,2018
412,MRF,EQ,23-Jan-18,69677.3,69600,70456,69531.8,70000,69930.7,70010.87,6857,480064551.2,4329,2806,40.92,2018
413,MRF,EQ,24-Jan-18,69930.7,69700,70171.45,68700,68750,68894.5,69207.48,6431,445073300.9,3736,2610,40.58,2018
414,MRF,EQ,25-Jan-18,68894.5,69050,69439.95,67055.55,67240.1,67543.65,68242.98,7157,488415029.5,4175,2800,39.12,2018
415,MRF,EQ,29-Jan-18,67543.65,67165,68447.6,66750,67000,66906.75,67429.04,7203,485691404.7,4705,2668,37.04,2018
416,MRF,EQ,30-Jan-18,66906.75,67300,68446,67010,68010,68261.55,67829.75,6008,407521109.5,3397,1827,30.41,2018
417,MRF,EQ,31-Jan-18,68261.55,68395,68798.75,67215.75,68100,68113.35,68042.85,8102,551283145.5,4930,3074,37.94,2018
418,MRF,EQ,01-Feb-18,68113.35,68115,72750,67200,71776.9,71776.65,70842.6,29028,2056418972,15025,7437,25.62,2018
419,MRF,EQ,02-Feb-18,71776.65,71400,71654.85,68050,69100,69259.4,69814.23,19860,1386510705,10399,5698,28.69,2018
420,MRF,EQ,05-Feb-18,69259.4,68016.25,69350,67658.5,68700,68615.1,68653.05,12193,837086601.4,5688,5027,41.23,2018
421,MRF,EQ,06-Feb-18,68615.1,64000,68950,64000,68900,68528.45,67038.03,21197,1421005211,10848,7460,35.19,2018
422,MRF,EQ,07-Feb-18,68528.45,68899.95,69499.95,68250.05,68300,68827.45,68922.75,9654,665380242.2,5847,2301,23.83,2018
423,MRF,EQ,08-Feb-18,68827.45,69001,70763.55,68800,70400,70171.05,69981.34,12304,861050374.3,5816,4474,36.36,2018
424,MRF,EQ,09-Feb-18,70171.05,69100.1,70377,68752.25,69870.5,70013.8,69834.67,4799,335136561.5,3275,648,13.5,2018
425,MRF,EQ,12-Feb-18,70013.8,70011,71840,70011,71599,71640.9,71357.74,7298,520768789.2,4227,1793,24.57,2018
426,MRF,EQ,14-Feb-18,71640.9,71720,72606.1,71650,71900,72329.2,72217.2,10260,740948470.2,4148,4959,48.33,2018
427,MRF,EQ,15-Feb-18,72329.2,72329,72780.6,71740.8,72100,72156.25,72311.98,7756,560851719.9,3834,2289,29.51,2018
428,MRF,EQ,16-Feb-18,72156.25,72357,72517,70601.6,71200.45,71162.55,71393.5,5347,381741040.7,2770,1146,21.43,2018
429,MRF,EQ,19-Feb-18,71162.55,71555,71698,70200,70460,70624,70674.2,3821,270046114.4,2122,976,25.54,2018
430,MRF,EQ,20-Feb-18,70624,70635.1,71100,70430,70850,70825.5,70761.07,3989,282265913.3,1974,901,22.59,2018
431,MRF,EQ,21-Feb-18,70825.5,70855,71999,70702.95,71700,71787.05,71329.31,5414,386176874,2534,2399,44.31,2018
432,MRF,EQ,22-Feb-18,71787.05,71500,71500,69599,69797.95,70107.8,70525.66,4823,340145239.9,2383,1901,39.42,2018
433,MRF,EQ,23-Feb-18,70107.8,70139.95,72800,70139.95,72799,72473.4,71603.07,7984,571678908.2,4450,3381,42.35,2018
434,MRF,EQ,26-Feb-18,72473.4,72550,72980.5,72400,72670,72690.8,72631.37,4426,321466457.9,2243,1598,36.1,2018
435,MRF,EQ,27-Feb-18,72690.8,72670,73149,71660.9,73000,72665.8,72229.49,9668,698314738.8,3643,5852,60.53,2018
436,MRF,EQ,28-Feb-18,72665.8,72599.95,73840,72000,73498,73391.6,73236.24,11901,871584508.9,6024,3978,33.43,2018
437,MRF,EQ,01-Mar-18,73391.6,73391.6,74100,72520,72520,72683.65,73274.5,5016,367544885.5,2973,1075,21.43,2018
438,MRF,EQ,05-Mar-18,72683.65,72683,73566.6,72000,72201.05,72324.65,72602.03,8937,648844340.5,4059,3366,37.66,2018
439,MRF,EQ,06-Mar-18,72324.65,73000,73000,71310,71438.95,71475.85,72120,5388,388582542.5,3255,1533,28.45,2018
440,MRF,EQ,07-Mar-18,71475.85,71440,71899.1,70020.65,70231,70249.2,70833.99,6459,457516753.3,3356,1794,27.78,2018
441,MRF,EQ,08-Mar-18,70249.2,70500,70811.65,69800,70247,70204.4,70115.93,7016,491933397,4242,2457,35.02,2018
442,MRF,EQ,09-Mar-18,70204.4,70759,71379.5,70111.15,70706.9,70781.65,70731.11,5005,354009225.4,3049,1149,22.96,2018
443,MRF,EQ,12-Mar-18,70781.65,70950,71332.95,70799.95,70814.8,71094.2,71100.59,3757,267124916.9,1490,1741,46.34,2018
444,MRF,EQ,13-Mar-18,71094.2,70815,72100,70815,71609,71717.3,71712.04,4148,297461556.6,2277,1175,28.33,2018
445,MRF,EQ,14-Mar-18,71717.3,71160,71845.2,71000,71500,71281.65,71324.37,4663,332585532.7,2062,2000,42.89,2018
446,MRF,EQ,15-Mar-18,71281.65,71225,71945.85,71086.4,71670,71737.95,71545.4,3803,272087168,2155,1649,43.36,2018
447,MRF,EQ,16-Mar-18,71737.95,71670,71670,70000,70257.7,70211.65,70670.83,4914,347276463.3,2849,2143,43.61,2018
448,MRF,EQ,19-Mar-18,70211.65,70500,70895.6,69699.9,69950,70074.85,70061.3,3928,275200781.3,2195,1085,27.62,2018
449,MRF,EQ,20-Mar-18,70074.85,69950,70111.7,69455.65,69718,69593.05,69758.56,2849,198742142.2,1728,904,31.73,2018
450,MRF,EQ,21-Mar-18,69593.05,69999.95,70200,69725,70000,69966.45,69983.78,4761,333192775.3,2347,2591,54.42,2018
451,MRF,EQ,22-Mar-18,69966.45,70000,70220,69257.5,69550,69489.3,69789.98,3754,261991571.5,2096,1704,45.39,2018
452,MRF,EQ,23-Mar-18,69489.3,68170,69486,68170,69096.65,69236.9,69070.03,4854,335265935.4,2821,2027,41.76,2018
453,MRF,EQ,26-Mar-18,69236.9,69237,70399,68800,70100,69961.75,69474.23,7329,509176612.8,3741,3976,54.25,2018
454,MRF,EQ,27-Mar-18,69961.75,70201.5,72887.95,70201.5,72650,72656.05,71858.07,9594,689406298.5,5035,3978,41.46,2018
455,MRF,EQ,28-Mar-18,72656.05,72001.25,73649.95,71610.45,72345,72513.25,72750.51,14061,1022944931,8282,5533,39.35,2018
456,MRF,EQ,02-Apr-18,72513.25,72700,73333,72542.35,73299,73122.45,73073.31,3468,253418244.9,2255,1081,31.17,2018
457,MRF,EQ,03-Apr-18,73122.45,72975,75799,72800,75350,75502.4,75245.14,21139,1590607089,9421,6901,32.65,2018
458,MRF,EQ,04-Apr-18,75502.4,75350,76034,73745.95,74799,74734.2,74950.02,11549,865597816.2,6300,2826,24.47,2018
459,MRF,EQ,05-Apr-18,74734.2,75501,77199,75500.1,76967,77012.55,76790.71,16500,1267046711,9988,5341,32.37,2018
460,MRF,EQ,06-Apr-18,77012.55,76901,77270,76218.25,77200,77137.25,76876.46,7307,561736277.2,4365,1187,16.24,2018
461,MRF,EQ,09-Apr-18,77137.25,77137,77400,76700,77310,77243.9,77105.12,6579,507274561.5,3693,1635,24.85,2018
462,MRF,EQ,10-Apr-18,77243.9,77243.9,77300,76501,76700.7,76831.1,76908.53,3552,273179088.2,2146,724,20.38,2018
463,MRF,EQ,11-Apr-18,76831.1,77000,77000,76135.15,76412.35,76467.6,76514.14,3136,239948357,1971,392,12.5,2018
464,MRF,EQ,12-Apr-18,76467.6,76499,78363.3,76150,77800,77613.7,77665.43,11854,920645955.3,5863,3596,30.34,2018
465,MRF,EQ,13-Apr-18,77613.7,77800,78540,77600,78389,78091.35,78109.88,10905,851788254.7,5655,4488,41.16,2018
466,MRF,EQ,16-Apr-18,78091.35,77506,78590,77506,78177,78370.5,78195.93,4416,345313205,2873,490,11.1,2018
467,MRF,EQ,17-Apr-18,78370.5,78299,80102,78180.85,79693.65,79771.65,79479.18,11498,913851667.9,6789,3279,28.52,2018
468,MRF,EQ,18-Apr-18,79771.65,79999,80100,78950,79398.95,79069.85,79486.61,5399,429148218.4,3202,1310,24.26,2018
469,MRF,EQ,19-Apr-18,79069.85,79499,79899,79090,79390,79320,79453.3,5829,463133312,2451,1414,24.26,2018
470,MRF,EQ,20-Apr-18,79320,79390,79479.85,78000,78247,78110.1,78246.25,6038,472450860.1,4261,2678,44.35,2018
471,MRF,EQ,23-Apr-18,78110.1,78300,78742.7,77600,77800,77961.45,78178.79,4238,331321731.8,2126,1125,26.55,2018
472,MRF,EQ,24-Apr-18,77961.45,77600,79060,77600,77818.45,77948.4,78358.07,3784,296506941.6,2221,1079,28.51,2018
473,MRF,EQ,25-Apr-18,77948.4,78110,78300,76900,76900,77496.4,77820.43,4176,324978121.6,1865,2035,48.73,2018
474,MRF,EQ,26-Apr-18,77496.4,77551,77598,76225.05,76500,76509.15,76609.79,8038,615789508.5,4146,4640,57.73,2018
475,MRF,EQ,27-Apr-18,76509.15,77179,80570,76901.1,80398,80413.25,79545.76,19559,1555835442,9869,8402,42.96,2018
476,MRF,EQ,30-Apr-18,80413.25,80416,81425.95,79720,79820,79933.45,80426.8,7899,635291302.9,3771,2787,35.28,2018
477,MRF,EQ,02-May-18,79933.45,79900,81400,79430.9,79550,79610.8,80296.02,7999,642287860.6,4684,2007,25.09,2018
478,MRF,EQ,03-May-18,79610.8,79729,80133.35,76700,77200,77028.15,78363.84,33135,2596585809,16232,7176,21.66,2018
479,MRF,EQ,04-May-18,77028.15,77880,77898.95,75595.85,75699.95,75721.5,76303.28,8851,675360358.6,5035,2720,30.73,2018
480,MRF,EQ,07-May-18,75721.5,76000,76695.9,75610.2,76150,76115.05,76158.16,5681,432654489.2,3324,1711,30.12,2018
481,MRF,EQ,08-May-18,76115.05,76406.9,76406.9,75600,75700,75746.75,75909.31,4047,307204957.8,2191,1864,46.06,2018
482,MRF,EQ,09-May-18,75746.75,75525,76599,75210,76020,76019.8,75990.03,12724,966897165.5,4118,8824,69.35,2018
483,MRF,EQ,10-May-18,76019.8,76540,76540,74750,74780,74881.45,75351.89,8010,603568667,5222,4365,54.49,2018
484,MRF,EQ,11-May-18,74881.45,75300,75400,74300,74698,74675.5,74748.01,20861,1559318294,3760,2847,13.65,2018
